store,date,stock
29,2020-09-16,"('2020-09-18', [('100630105000002', 2.0)])"
29,2020-09-17,"('2020-09-18', [('100630105000002', 2.0)])"
216,2020-09-18,"('2020-09-20', [('100630105000002', 1.0)])"
216,2020-09-19,"('2020-09-20', [('100630105000002', 1.0)])"
203,2020-09-20,"('2020-09-22', [('100630105000002', 1.0)])"
203,2020-09-21,"('2020-09-22', [('100630105000002', 1.0)])"
203,2020-09-21,"('2020-09-23', [('100630105000002', 1.0)])"
203,2020-09-22,"('2020-09-23', [('100630105000002', 1.0)])"
10,2020-09-24,"('2020-09-26', [('100630105000002', 1.0)])"
10,2020-09-25,"('2020-09-26', [('100630105000002', 1.0)])"
10,2020-09-25,"('2020-09-27', [('100630105000002', 1.0)])"
10,2020-09-26,"('2020-09-27', [('100630105000002', 1.0)])"
7,2020-09-27,"('2020-09-29', [('100630105000002', 1.0)])"
7,2020-09-28,"('2020-09-29', [('100630105000002', 1.0)])"
7,2020-09-28,"('2020-09-30', [('100630105000002', 1.0)])"
170,2020-09-29,"('2020-10-01', [('100630105000002', 1.0)])"
7,2020-09-29,"('2020-09-30', [('100630105000002', 1.0)])"
170,2020-09-30,"('2020-10-01', [('100630105000002', 1.0)])"
170,2020-09-30,"('2020-10-02', [('100630105000002', 1.0)])"
104,2020-10-01,"('2020-10-03', [('100630105000002', 1.0)])"
170,2020-10-01,"('2020-10-02', [('100630105000002', 1.0)])"
29,2020-10-01,"('2020-10-03', [('100630105000002', 2.0)])"
104,2020-10-02,"('2020-10-03', [('100630105000002', 1.0)])"
104,2020-10-02,"('2020-10-04', [('100630105000002', 3.0)])"
185,2020-10-02,"('2020-10-04', [('100630105000002', 1.0)])"
29,2020-10-02,"('2020-10-03', [('100630105000002', 2.0)])"
29,2020-10-02,"('2020-10-04', [('100630105000002', 2.0)])"
7,2020-10-02,"('2020-10-04', [('100630105000002', 1.0)])"
104,2020-10-03,"('2020-10-04', [('100630105000002', 3.0)])"
185,2020-10-03,"('2020-10-04', [('100630105000002', 1.0)])"
29,2020-10-03,"('2020-10-04', [('100630105000002', 2.0)])"
7,2020-10-03,"('2020-10-04', [('100630105000002', 1.0)])"
135,2020-10-04,"('2020-10-06', [('100630105000002', 2.0)])"
141,2020-10-04,"('2020-10-06', [('100630105000002', 1.0)])"
175,2020-10-04,"('2020-10-06', [('100630105000002', 1.0)])"
135,2020-10-05,"('2020-10-06', [('100630105000002', 2.0)])"
141,2020-10-05,"('2020-10-06', [('100630105000002', 1.0)])"
141,2020-10-05,"('2020-10-07', [('100630105000002', 1.0)])"
162,2020-10-05,"('2020-10-07', [('100630105000002', 1.0)])"
175,2020-10-05,"('2020-10-06', [('100630105000002', 1.0)])"
175,2020-10-05,"('2020-10-07', [('100630105000002', 1.0)])"
218,2020-10-05,"('2020-10-07', [('100630105000002', 1.0)])"
141,2020-10-06,"('2020-10-07', [('100630105000002', 1.0)])"
162,2020-10-06,"('2020-10-07', [('100630105000002', 1.0)])"
162,2020-10-06,"('2020-10-08', [('100630105000002', 1.0)])"
171,2020-10-06,"('2020-10-08', [('100630105000002', 1.0)])"
175,2020-10-06,"('2020-10-07', [('100630105000002', 1.0)])"
218,2020-10-06,"('2020-10-07', [('100630105000002', 1.0)])"
162,2020-10-07,"('2020-10-08', [('100630105000002', 1.0)])"
171,2020-10-07,"('2020-10-08', [('100630105000002', 1.0)])"
171,2020-10-07,"('2020-10-09', [('100630105000002', 1.0)])"
56,2020-10-07,"('2020-10-09', [('100630105000002', 1.0)])"
171,2020-10-08,"('2020-10-09', [('100630105000002', 1.0)])"
56,2020-10-08,"('2020-10-09', [('100630105000002', 1.0)])"
147,2020-10-09,"('2020-10-11', [('100630105000002', 2.0)])"
147,2020-10-10,"('2020-10-11', [('100630105000002', 2.0)])"
10,2020-10-11,"('2020-10-13', [('100630105000002', 2.0)])"
119,2020-10-11,"('2020-10-13', [('100630105000002', 1.0)])"
57,2020-10-11,"('2020-10-13', [('100630105000002', 1.0)])"
7,2020-10-11,"('2020-10-13', [('100630105000002', 1.0)])"
85,2020-10-11,"('2020-10-13', [('100630105000002', 2.0)])"
10,2020-10-12,"('2020-10-13', [('100630105000002', 2.0)])"
10,2020-10-12,"('2020-10-14', [('100630105000002', 2.0)])"
119,2020-10-12,"('2020-10-13', [('100630105000002', 1.0)])"
119,2020-10-12,"('2020-10-14', [('100630105000002', 1.0)])"
57,2020-10-12,"('2020-10-13', [('100630105000002', 1.0)])"
57,2020-10-12,"('2020-10-14', [('100630105000002', 1.0)])"
7,2020-10-12,"('2020-10-13', [('100630105000002', 1.0)])"
85,2020-10-12,"('2020-10-13', [('100630105000002', 2.0)])"
85,2020-10-12,"('2020-10-14', [('100630105000002', 2.0)])"
10,2020-10-13,"('2020-10-14', [('100630105000002', 2.0)])"
119,2020-10-13,"('2020-10-14', [('100630105000002', 1.0)])"
141,2020-10-13,"('2020-10-15', [('100630105000002', 1.0)])"
44,2020-10-13,"('2020-10-15', [('100630105000002', 1.0)])"
57,2020-10-13,"('2020-10-14', [('100630105000002', 1.0)])"
63,2020-10-13,"('2020-10-15', [('100630105000002', 1.0)])"
85,2020-10-13,"('2020-10-14', [('100630105000002', 2.0)])"
141,2020-10-14,"('2020-10-15', [('100630105000002', 1.0)])"
141,2020-10-14,"('2020-10-16', [('100630105000002', 1.0)])"
185,2020-10-14,"('2020-10-16', [('100630105000002', 1.0)])"
44,2020-10-14,"('2020-10-15', [('100630105000002', 1.0)])"
44,2020-10-14,"('2020-10-16', [('100630105000002', 1.0)])"
63,2020-10-14,"('2020-10-15', [('100630105000002', 1.0)])"
63,2020-10-14,"('2020-10-16', [('100630105000002', 1.0)])"
141,2020-10-15,"('2020-10-16', [('100630105000002', 1.0)])"
185,2020-10-15,"('2020-10-16', [('100630105000002', 1.0)])"
185,2020-10-15,"('2020-10-17', [('100630105000002', 1.0)])"
44,2020-10-15,"('2020-10-16', [('100630105000002', 1.0)])"
63,2020-10-15,"('2020-10-16', [('100630105000002', 1.0)])"
135,2020-10-16,"('2020-10-18', [('100630105000002', 2.0)])"
185,2020-10-16,"('2020-10-17', [('100630105000002', 1.0)])"
135,2020-10-17,"('2020-10-18', [('100630105000002', 2.0)])"
104,2020-10-18,"('2020-10-20', [('100630105000002', 1.0)])"
141,2020-10-18,"('2020-10-20', [('100630105000002', 1.0)])"
29,2020-10-18,"('2020-10-20', [('100630105000002', 1.0)])"
44,2020-10-18,"('2020-10-20', [('100630105000002', 1.0)])"
7,2020-10-18,"('2020-10-20', [('100630105000002', 1.0)])"
104,2020-10-19,"('2020-10-20', [('100630105000002', 1.0)])"
104,2020-10-19,"('2020-10-21', [('100630105000002', 1.0)])"
141,2020-10-19,"('2020-10-20', [('100630105000002', 1.0)])"
141,2020-10-19,"('2020-10-21', [('100630105000002', 1.0)])"
218,2020-10-19,"('2020-10-21', [('100630105000002', 1.0)])"
29,2020-10-19,"('2020-10-20', [('100630105000002', 1.0)])"
29,2020-10-19,"('2020-10-21', [('100630105000002', 1.0)])"
44,2020-10-19,"('2020-10-20', [('100630105000002', 1.0)])"
44,2020-10-19,"('2020-10-21', [('100630105000002', 1.0)])"
7,2020-10-19,"('2020-10-20', [('100630105000002', 1.0)])"
7,2020-10-19,"('2020-10-21', [('100630105000002', 2.0)])"
104,2020-10-20,"('2020-10-21', [('100630105000002', 1.0)])"
104,2020-10-20,"('2020-10-22', [('100630105000002', 1.0)])"
141,2020-10-20,"('2020-10-21', [('100630105000002', 1.0)])"
162,2020-10-20,"('2020-10-22', [('100630105000002', 2.0)])"
218,2020-10-20,"('2020-10-21', [('100630105000002', 1.0)])"
29,2020-10-20,"('2020-10-21', [('100630105000002', 1.0)])"
44,2020-10-20,"('2020-10-21', [('100630105000002', 1.0)])"
5,2020-10-20,"('2020-10-22', [('100630105000002', 1.0)])"
7,2020-10-20,"('2020-10-21', [('100630105000002', 2.0)])"
7,2020-10-20,"('2020-10-22', [('100630105000002', 1.0)])"
104,2020-10-21,"('2020-10-22', [('100630105000002', 1.0)])"
119,2020-10-21,"('2020-10-23', [('100630105000002', 1.0)])"
152,2020-10-21,"('2020-10-23', [('100630105000002', 1.0)])"
162,2020-10-21,"('2020-10-22', [('100630105000002', 2.0)])"
162,2020-10-21,"('2020-10-23', [('100630105000002', 2.0)])"
5,2020-10-21,"('2020-10-22', [('100630105000002', 1.0)])"
5,2020-10-21,"('2020-10-23', [('100630105000002', 1.0)])"
7,2020-10-21,"('2020-10-22', [('100630105000002', 1.0)])"
119,2020-10-22,"('2020-10-23', [('100630105000002', 1.0)])"
119,2020-10-22,"('2020-10-24', [('100630105000002', 1.0)])"
152,2020-10-22,"('2020-10-23', [('100630105000002', 1.0)])"
152,2020-10-22,"('2020-10-24', [('100630105000002', 2.0)])"
162,2020-10-22,"('2020-10-23', [('100630105000002', 2.0)])"
3208,2020-10-22,"('2020-10-24', [('100630105000002', 2.0)])"
5,2020-10-22,"('2020-10-23', [('100630105000002', 1.0)])"
119,2020-10-23,"('2020-10-24', [('100630105000002', 1.0)])"
141,2020-10-23,"('2020-10-25', [('100630105000002', 2.0)])"
152,2020-10-23,"('2020-10-24', [('100630105000002', 2.0)])"
3208,2020-10-23,"('2020-10-24', [('100630105000002', 2.0)])"
141,2020-10-24,"('2020-10-25', [('100630105000002', 2.0)])"
171,2020-10-26,"('2020-10-28', [('100630105000002', 3.0)])"
4805,2020-10-26,"('2020-10-28', [('100630105000002', 1.0)])"
141,2020-10-27,"('2020-10-29', [('100630105000002', 2.0)])"
171,2020-10-27,"('2020-10-28', [('100630105000002', 3.0)])"
171,2020-10-27,"('2020-10-29', [('100630105000002', 3.0)])"
216,2020-10-27,"('2020-10-29', [('100630105000002', 1.0)])"
4805,2020-10-27,"('2020-10-28', [('100630105000002', 1.0)])"
4805,2020-10-27,"('2020-10-29', [('100630105000002', 1.0)])"
51,2020-10-27,"('2020-10-29', [('100630105000002', 1.0)])"
141,2020-10-28,"('2020-10-29', [('100630105000002', 2.0)])"
141,2020-10-28,"('2020-10-30', [('100630105000002', 2.0)])"
171,2020-10-28,"('2020-10-29', [('100630105000002', 3.0)])"
216,2020-10-28,"('2020-10-29', [('100630105000002', 1.0)])"
4805,2020-10-28,"('2020-10-29', [('100630105000002', 1.0)])"
51,2020-10-28,"('2020-10-29', [('100630105000002', 1.0)])"
51,2020-10-28,"('2020-10-30', [('100630105000002', 1.0)])"
56,2020-10-28,"('2020-10-30', [('100630105000002', 1.0)])"
89,2020-10-28,"('2020-10-30', [('100630105000002', 1.0)])"
141,2020-10-29,"('2020-10-30', [('100630105000002', 2.0)])"
162,2020-10-29,"('2020-10-31', [('100630105000002', 1.0)])"
51,2020-10-29,"('2020-10-30', [('100630105000002', 1.0)])"
56,2020-10-29,"('2020-10-30', [('100630105000002', 1.0)])"
56,2020-10-29,"('2020-10-31', [('100630105000002', 1.0)])"
89,2020-10-29,"('2020-10-30', [('100630105000002', 1.0)])"
162,2020-10-30,"('2020-10-31', [('100630105000002', 1.0)])"
162,2020-10-30,"('2020-11-01', [('100630105000002', 3.0)])"
170,2020-10-30,"('2020-11-01', [('100630105000002', 1.0)])"
4129,2020-10-30,"('2020-11-01', [('100630105000002', 1.0)])"
56,2020-10-30,"('2020-10-31', [('100630105000002', 1.0)])"
162,2020-10-31,"('2020-11-01', [('100630105000002', 3.0)])"
170,2020-10-31,"('2020-11-01', [('100630105000002', 1.0)])"
4129,2020-10-31,"('2020-11-01', [('100630105000002', 1.0)])"
104,2020-11-01,"('2020-11-03', [('100630105000002', 2.0)])"
89,2020-11-01,"('2020-11-03', [('100630105000002', 2.0)])"
104,2020-11-02,"('2020-11-03', [('100630105000002', 2.0)])"
104,2020-11-02,"('2020-11-04', [('100630105000002', 2.0)])"
185,2020-11-02,"('2020-11-04', [('100630105000002', 1.0)])"
89,2020-11-02,"('2020-11-03', [('100630105000002', 2.0)])"
89,2020-11-02,"('2020-11-04', [('100630105000002', 2.0)])"
104,2020-11-03,"('2020-11-04', [('100630105000002', 2.0)])"
135,2020-11-03,"('2020-11-05', [('100630105000002', 1.0)])"
182,2020-11-03,"('2020-11-05', [('100630105000002', 2.0)])"
185,2020-11-03,"('2020-11-04', [('100630105000002', 1.0)])"
89,2020-11-03,"('2020-11-04', [('100630105000002', 2.0)])"
135,2020-11-04,"('2020-11-05', [('100630105000002', 1.0)])"
162,2020-11-04,"('2020-11-06', [('100630105000002', 1.0)])"
168,2020-11-04,"('2020-11-06', [('100630105000002', 1.0)])"
182,2020-11-04,"('2020-11-05', [('100630105000002', 2.0)])"
182,2020-11-04,"('2020-11-06', [('100630105000002', 2.0)])"
130,2020-11-05,"('2020-11-07', [('100630105000002', 1.0)])"
162,2020-11-05,"('2020-11-06', [('100630105000002', 1.0)])"
162,2020-11-05,"('2020-11-07', [('100630105000002', 2.0)])"
168,2020-11-05,"('2020-11-06', [('100630105000002', 1.0)])"
168,2020-11-05,"('2020-11-07', [('100630105000002', 1.0)])"
182,2020-11-05,"('2020-11-06', [('100630105000002', 2.0)])"
130,2020-11-06,"('2020-11-07', [('100630105000002', 1.0)])"
162,2020-11-06,"('2020-11-07', [('100630105000002', 2.0)])"
168,2020-11-06,"('2020-11-07', [('100630105000002', 1.0)])"
5,2020-11-06,"('2020-11-08', [('100630105000002', 1.0)])"
5,2020-11-07,"('2020-11-08', [('100630105000002', 1.0)])"
189,2020-11-08,"('2020-11-10', [('100630105000002', 1.0)])"
56,2020-11-08,"('2020-11-10', [('100630105000002', 1.0)])"
123,2020-11-09,"('2020-11-11', [('100630105000002', 1.0)])"
189,2020-11-09,"('2020-11-10', [('100630105000002', 1.0)])"
189,2020-11-09,"('2020-11-11', [('100630105000002', 1.0)])"
4123,2020-11-09,"('2020-11-11', [('100630105000002', 1.0)])"
56,2020-11-09,"('2020-11-10', [('100630105000002', 1.0)])"
56,2020-11-09,"('2020-11-11', [('100630105000002', 1.0)])"
123,2020-11-10,"('2020-11-11', [('100630105000002', 1.0)])"
123,2020-11-10,"('2020-11-12', [('100630105000002', 1.0)])"
184,2020-11-10,"('2020-11-12', [('100630105000002', 2.0)])"
189,2020-11-10,"('2020-11-11', [('100630105000002', 1.0)])"
4123,2020-11-10,"('2020-11-11', [('100630105000002', 1.0)])"
4123,2020-11-10,"('2020-11-12', [('100630105000002', 1.0)])"
56,2020-11-10,"('2020-11-11', [('100630105000002', 1.0)])"
67,2020-11-10,"('2020-11-12', [('100630105000002', 3.0)])"
123,2020-11-11,"('2020-11-12', [('100630105000002', 1.0)])"
184,2020-11-11,"('2020-11-12', [('100630105000002', 2.0)])"
184,2020-11-11,"('2020-11-13', [('100630105000002', 2.0)])"
4123,2020-11-11,"('2020-11-12', [('100630105000002', 1.0)])"
67,2020-11-11,"('2020-11-12', [('100630105000002', 3.0)])"
67,2020-11-11,"('2020-11-13', [('100630105000002', 3.0)])"
167,2020-11-12,"('2020-11-14', [('100630105000002', 1.0)])"
184,2020-11-12,"('2020-11-13', [('100630105000002', 2.0)])"
43,2020-11-12,"('2020-11-14', [('100630105000002', 2.0)])"
67,2020-11-12,"('2020-11-13', [('100630105000002', 3.0)])"
167,2020-11-13,"('2020-11-14', [('100630105000002', 1.0)])"
167,2020-11-13,"('2020-11-15', [('100630105000002', 1.0)])"
188,2020-11-13,"('2020-11-15', [('100630105000002', 1.0)])"
43,2020-11-13,"('2020-11-14', [('100630105000002', 2.0)])"
167,2020-11-14,"('2020-11-15', [('100630105000002', 1.0)])"
188,2020-11-14,"('2020-11-15', [('100630105000002', 1.0)])"
162,2020-11-15,"('2020-11-17', [('100630105000002', 1.0)])"
42,2020-11-15,"('2020-11-17', [('100630105000002', 1.0)])"
162,2020-11-16,"('2020-11-17', [('100630105000002', 1.0)])"
42,2020-11-16,"('2020-11-17', [('100630105000002', 1.0)])"
91,2020-11-19,"('2020-11-21', [('100630105000002', 4.0)])"
91,2020-11-20,"('2020-11-21', [('100630105000002', 4.0)])"
29,2020-11-30,"('2020-12-02', [('100630105000002', 2.0)])"
4129,2020-11-30,"('2020-12-02', [('100630105000002', 1.0)])"
135,2020-12-01,"('2020-12-03', [('100630105000002', 1.0)])"
29,2020-12-01,"('2020-12-02', [('100630105000002', 2.0)])"
4129,2020-12-01,"('2020-12-02', [('100630105000002', 1.0)])"
4129,2020-12-01,"('2020-12-03', [('100630105000002', 1.0)])"
42,2020-12-01,"('2020-12-03', [('100630105000002', 2.0)])"
95,2020-12-01,"('2020-12-03', [('100630105000002', 1.0)])"
135,2020-12-02,"('2020-12-03', [('100630105000002', 1.0)])"
4129,2020-12-02,"('2020-12-03', [('100630105000002', 1.0)])"
42,2020-12-02,"('2020-12-03', [('100630105000002', 2.0)])"
95,2020-12-02,"('2020-12-03', [('100630105000002', 1.0)])"
152,2020-12-07,"('2020-12-09', [('100630105000002', 1.0)])"
180,2020-12-07,"('2020-12-09', [('100630105000002', 1.0)])"
44,2020-12-07,"('2020-12-09', [('100630105000002', 1.0)])"
89,2020-12-07,"('2020-12-09', [('100630105000002', 1.0)])"
117,2020-12-08,"('2020-12-10', [('100630105000002', 1.0)])"
135,2020-12-08,"('2020-12-10', [('100630105000002', 1.0)])"
152,2020-12-08,"('2020-12-09', [('100630105000002', 1.0)])"
152,2020-12-08,"('2020-12-10', [('100630105000002', 1.0)])"
180,2020-12-08,"('2020-12-09', [('100630105000002', 1.0)])"
180,2020-12-08,"('2020-12-10', [('100630105000002', 2.0)])"
44,2020-12-08,"('2020-12-09', [('100630105000002', 1.0)])"
44,2020-12-08,"('2020-12-10', [('100630105000002', 1.0)])"
89,2020-12-08,"('2020-12-09', [('100630105000002', 1.0)])"
89,2020-12-08,"('2020-12-10', [('100630105000002', 1.0)])"
117,2020-12-09,"('2020-12-10', [('100630105000002', 1.0)])"
117,2020-12-09,"('2020-12-11', [('100630105000002', 1.0)])"
135,2020-12-09,"('2020-12-10', [('100630105000002', 1.0)])"
141,2020-12-09,"('2020-12-11', [('100630105000002', 1.0)])"
150,2020-12-09,"('2020-12-11', [('100630105000002', 1.0)])"
152,2020-12-09,"('2020-12-10', [('100630105000002', 1.0)])"
180,2020-12-09,"('2020-12-10', [('100630105000002', 2.0)])"
180,2020-12-09,"('2020-12-11', [('100630105000002', 1.0)])"
185,2020-12-09,"('2020-12-11', [('100630105000002', 1.0)])"
188,2020-12-09,"('2020-12-11', [('100630105000002', 1.0)])"
29,2020-12-09,"('2020-12-11', [('100630105000002', 1.0)])"
44,2020-12-09,"('2020-12-10', [('100630105000002', 1.0)])"
89,2020-12-09,"('2020-12-10', [('100630105000002', 1.0)])"
117,2020-12-10,"('2020-12-11', [('100630105000002', 1.0)])"
141,2020-12-10,"('2020-12-11', [('100630105000002', 1.0)])"
141,2020-12-10,"('2020-12-12', [('100630105000002', 1.0)])"
150,2020-12-10,"('2020-12-11', [('100630105000002', 1.0)])"
150,2020-12-10,"('2020-12-12', [('100630105000002', 1.0)])"
180,2020-12-10,"('2020-12-11', [('100630105000002', 1.0)])"
185,2020-12-10,"('2020-12-11', [('100630105000002', 1.0)])"
185,2020-12-10,"('2020-12-12', [('100630105000002', 1.0)])"
188,2020-12-10,"('2020-12-11', [('100630105000002', 1.0)])"
29,2020-12-10,"('2020-12-11', [('100630105000002', 1.0)])"
29,2020-12-10,"('2020-12-12', [('100630105000002', 1.0)])"
42,2020-12-10,"('2020-12-12', [('100630105000002', 1.0)])"
5,2020-12-10,"('2020-12-12', [('100630105000002', 1.0)])"
67,2020-12-10,"('2020-12-12', [('100630105000002', 1.0)])"
141,2020-12-11,"('2020-12-12', [('100630105000002', 1.0)])"
150,2020-12-11,"('2020-12-12', [('100630105000002', 1.0)])"
185,2020-12-11,"('2020-12-12', [('100630105000002', 1.0)])"
29,2020-12-11,"('2020-12-12', [('100630105000002', 1.0)])"
3,2020-12-11,"('2020-12-13', [('100630105000002', 1.0)])"
42,2020-12-11,"('2020-12-12', [('100630105000002', 1.0)])"
42,2020-12-11,"('2020-12-13', [('100630105000002', 2.0)])"
5,2020-12-11,"('2020-12-12', [('100630105000002', 1.0)])"
5,2020-12-11,"('2020-12-13', [('100630105000002', 2.0)])"
67,2020-12-11,"('2020-12-12', [('100630105000002', 1.0)])"
67,2020-12-11,"('2020-12-13', [('100630105000002', 1.0)])"
3,2020-12-12,"('2020-12-13', [('100630105000002', 1.0)])"
42,2020-12-12,"('2020-12-13', [('100630105000002', 2.0)])"
5,2020-12-12,"('2020-12-13', [('100630105000002', 2.0)])"
67,2020-12-12,"('2020-12-13', [('100630105000002', 1.0)])"
11,2020-12-13,"('2020-12-15', [('100630105000002', 1.0)])"
119,2020-12-13,"('2020-12-15', [('100630105000002', 1.0)])"
130,2020-12-13,"('2020-12-15', [('100630105000002', 1.0)])"
18,2020-12-13,"('2020-12-15', [('100630105000002', 1.0)])"
3208,2020-12-13,"('2020-12-15', [('100630105000002', 1.0)])"
11,2020-12-14,"('2020-12-15', [('100630105000002', 1.0)])"
11,2020-12-14,"('2020-12-16', [('100630105000002', 2.0)])"
119,2020-12-14,"('2020-12-15', [('100630105000002', 1.0)])"
119,2020-12-14,"('2020-12-16', [('100630105000002', 1.0)])"
130,2020-12-14,"('2020-12-15', [('100630105000002', 1.0)])"
130,2020-12-14,"('2020-12-16', [('100630105000002', 1.0)])"
152,2020-12-14,"('2020-12-16', [('100630105000002', 1.0)])"
18,2020-12-14,"('2020-12-15', [('100630105000002', 1.0)])"
18,2020-12-14,"('2020-12-16', [('100630105000002', 1.0)])"
3208,2020-12-14,"('2020-12-15', [('100630105000002', 1.0)])"
3208,2020-12-14,"('2020-12-16', [('100630105000002', 1.0)])"
63,2020-12-14,"('2020-12-16', [('100630105000002', 1.0)])"
7,2020-12-14,"('2020-12-16', [('100630105000002', 2.0)])"
11,2020-12-15,"('2020-12-16', [('100630105000002', 2.0)])"
11,2020-12-15,"('2020-12-17', [('100630105000002', 1.0)])"
119,2020-12-15,"('2020-12-16', [('100630105000002', 1.0)])"
122,2020-12-15,"('2020-12-17', [('100630105000002', 1.0)])"
123,2020-12-15,"('2020-12-17', [('100630105000002', 2.0)])"
130,2020-12-15,"('2020-12-16', [('100630105000002', 1.0)])"
152,2020-12-15,"('2020-12-16', [('100630105000002', 1.0)])"
152,2020-12-15,"('2020-12-17', [('100630105000002', 1.0)])"
170,2020-12-15,"('2020-12-17', [('100630105000002', 1.0)])"
18,2020-12-15,"('2020-12-16', [('100630105000002', 1.0)])"
3208,2020-12-15,"('2020-12-16', [('100630105000002', 1.0)])"
42,2020-12-15,"('2020-12-17', [('100630105000002', 2.0)])"
5,2020-12-15,"('2020-12-17', [('100630105000002', 1.0)])"
51,2020-12-15,"('2020-12-17', [('100630105000002', 1.0)])"
63,2020-12-15,"('2020-12-16', [('100630105000002', 1.0)])"
63,2020-12-15,"('2020-12-17', [('100630105000002', 1.0)])"
7,2020-12-15,"('2020-12-16', [('100630105000002', 2.0)])"
96,2020-12-15,"('2020-12-17', [('100630105000002', 1.0)])"
99,2020-12-15,"('2020-12-17', [('100630105000002', 1.0)])"
11,2020-12-16,"('2020-12-17', [('100630105000002', 1.0)])"
122,2020-12-16,"('2020-12-17', [('100630105000002', 1.0)])"
123,2020-12-16,"('2020-12-17', [('100630105000002', 2.0)])"
123,2020-12-16,"('2020-12-18', [('100630105000002', 2.0)])"
152,2020-12-16,"('2020-12-17', [('100630105000002', 1.0)])"
170,2020-12-16,"('2020-12-17', [('100630105000002', 1.0)])"
170,2020-12-16,"('2020-12-18', [('100630105000002', 1.0)])"
219,2020-12-16,"('2020-12-18', [('100630105000002', 1.0)])"
36,2020-12-16,"('2020-12-18', [('100630105000002', 1.0)])"
42,2020-12-16,"('2020-12-17', [('100630105000002', 2.0)])"
42,2020-12-16,"('2020-12-18', [('100630105000002', 2.0)])"
46,2020-12-16,"('2020-12-18', [('100630105000002', 1.0)])"
