store,date,stock
8,2021-05-21,"('2021-05-22', [('100630105000002', 1.0)])"
82,2021-05-21,"('2021-05-22', [('100630105000002', 1.0)])"
82,2021-05-21,"('2021-05-23', [('100630105000002', 1.0)])"
100,2021-05-22,"('2021-05-23', [('100630105000002', 1.0)])"
15,2021-05-22,"('2021-05-23', [('100630105000002', 1.0)])"
73,2021-05-22,"('2021-05-23', [('100630105000002', 1.0)])"
82,2021-05-22,"('2021-05-23', [('100630105000002', 1.0)])"
4805,2021-05-26,"('2021-05-28', [('100630105000002', 1.0)])"
133,2021-05-27,"('2021-05-29', [('100630105000002', 1.0)])"
4805,2021-05-27,"('2021-05-28', [('100630105000002', 1.0)])"
4805,2021-05-27,"('2021-05-29', [('100630105000002', 1.0)])"
100,2021-05-28,"('2021-05-30', [('100630105000002', 1.0)])"
133,2021-05-28,"('2021-05-29', [('100630105000002', 1.0)])"
15,2021-05-28,"('2021-05-30', [('100630105000002', 1.0)])"
4123,2021-05-28,"('2021-05-30', [('100630105000002', 1.0)])"
4805,2021-05-28,"('2021-05-29', [('100630105000002', 1.0)])"
100,2021-05-29,"('2021-05-30', [('100630105000002', 1.0)])"
15,2021-05-29,"('2021-05-30', [('100630105000002', 1.0)])"
4123,2021-05-29,"('2021-05-30', [('100630105000002', 1.0)])"
96,2021-05-30,"('2021-06-01', [('100630105000002', 1.0)])"
4104,2021-05-31,"('2021-06-02', [('100630105000002', 1.0)])"
96,2021-05-31,"('2021-06-01', [('100630105000002', 1.0)])"
21,2021-06-01,"('2021-06-03', [('100630105000002', 1.0)])"
4104,2021-06-01,"('2021-06-02', [('100630105000002', 1.0)])"
4104,2021-06-01,"('2021-06-03', [('100630105000002', 1.0)])"
63,2021-06-01,"('2021-06-03', [('100630105000002', 1.0)])"
82,2021-06-01,"('2021-06-03', [('100630105000002', 1.0)])"
21,2021-06-02,"('2021-06-03', [('100630105000002', 1.0)])"
4104,2021-06-02,"('2021-06-03', [('100630105000002', 1.0)])"
63,2021-06-02,"('2021-06-03', [('100630105000002', 1.0)])"
82,2021-06-02,"('2021-06-03', [('100630105000002', 1.0)])"
82,2021-06-03,"('2021-06-05', [('100630105000002', 1.0)])"
96,2021-06-03,"('2021-06-05', [('100630105000002', 1.0)])"
104,2021-06-04,"('2021-06-06', [('100630105000002', 1.0)])"
8,2021-06-04,"('2021-06-06', [('100630105000002', 1.0)])"
82,2021-06-04,"('2021-06-05', [('100630105000002', 1.0)])"
82,2021-06-04,"('2021-06-06', [('100630105000002', 1.0)])"
96,2021-06-04,"('2021-06-05', [('100630105000002', 1.0)])"
96,2021-06-04,"('2021-06-06', [('100630105000002', 1.0)])"
104,2021-06-05,"('2021-06-06', [('100630105000002', 1.0)])"
8,2021-06-05,"('2021-06-06', [('100630105000002', 1.0)])"
82,2021-06-05,"('2021-06-06', [('100630105000002', 1.0)])"
96,2021-06-05,"('2021-06-06', [('100630105000002', 1.0)])"
117,2021-06-06,"('2021-06-08', [('100630105000002', 1.0)])"
184,2021-06-06,"('2021-06-08', [('100630105000002', 1.0)])"
117,2021-06-07,"('2021-06-08', [('100630105000002', 1.0)])"
117,2021-06-07,"('2021-06-09', [('100630105000002', 1.0)])"
184,2021-06-07,"('2021-06-08', [('100630105000002', 1.0)])"
184,2021-06-07,"('2021-06-09', [('100630105000002', 1.0)])"
117,2021-06-08,"('2021-06-09', [('100630105000002', 1.0)])"
184,2021-06-08,"('2021-06-09', [('100630105000002', 1.0)])"
63,2021-06-08,"('2021-06-10', [('100630105000002', 2.0)])"
63,2021-06-09,"('2021-06-10', [('100630105000002', 2.0)])"
63,2021-06-09,"('2021-06-11', [('100630105000002', 2.0)])"
174,2021-06-10,"('2021-06-12', [('100630105000002', 1.0)])"
63,2021-06-10,"('2021-06-11', [('100630105000002', 2.0)])"
63,2021-06-10,"('2021-06-12', [('100630105000002', 1.0)])"
74,2021-06-10,"('2021-06-12', [('100630105000002', 1.0)])"
220,2021-06-10,"('2021-06-12', [('100630105000002', 1.0)])"
144,2021-06-11,"('2021-06-13', [('100630105000002', 2.0)])"
173,2021-06-11,"('2021-06-13', [('100630105000002', 1.0)])"
174,2021-06-11,"('2021-06-12', [('100630105000002', 1.0)])"
174,2021-06-11,"('2021-06-13', [('100630105000002', 1.0)])"
63,2021-06-11,"('2021-06-12', [('100630105000002', 1.0)])"
74,2021-06-11,"('2021-06-12', [('100630105000002', 1.0)])"
74,2021-06-11,"('2021-06-13', [('100630105000002', 1.0)])"
220,2021-06-11,"('2021-06-12', [('100630105000002', 1.0)])"
220,2021-06-11,"('2021-06-13', [('100630105000002', 1.0)])"
144,2021-06-12,"('2021-06-13', [('100630105000002', 2.0)])"
173,2021-06-12,"('2021-06-13', [('100630105000002', 1.0)])"
174,2021-06-12,"('2021-06-13', [('100630105000002', 1.0)])"
74,2021-06-12,"('2021-06-13', [('100630105000002', 1.0)])"
220,2021-06-12,"('2021-06-13', [('100630105000002', 1.0)])"
8,2021-06-14,"('2021-06-16', [('100630105000002', 2.0)])"
181,2021-06-15,"('2021-06-17', [('100630105000002', 1.0)])"
4129,2021-06-15,"('2021-06-17', [('100630105000002', 1.0)])"
8,2021-06-15,"('2021-06-16', [('100630105000002', 2.0)])"
8,2021-06-15,"('2021-06-17', [('100630105000002', 2.0)])"
181,2021-06-16,"('2021-06-17', [('100630105000002', 1.0)])"
181,2021-06-16,"('2021-06-18', [('100630105000002', 1.0)])"
183,2021-06-16,"('2021-06-18', [('100630105000002', 1.0)])"
4129,2021-06-16,"('2021-06-17', [('100630105000002', 1.0)])"
4129,2021-06-16,"('2021-06-18', [('100630105000002', 1.0)])"
8,2021-06-16,"('2021-06-17', [('100630105000002', 2.0)])"
100,2021-06-17,"('2021-06-19', [('100630105000002', 1.0)])"
181,2021-06-17,"('2021-06-18', [('100630105000002', 1.0)])"
183,2021-06-17,"('2021-06-18', [('100630105000002', 1.0)])"
183,2021-06-17,"('2021-06-19', [('100630105000002', 1.0)])"
4123,2021-06-17,"('2021-06-19', [('100630105000002', 1.0)])"
4129,2021-06-17,"('2021-06-18', [('100630105000002', 1.0)])"
4129,2021-06-17,"('2021-06-19', [('100630105000002', 1.0)])"
4906,2021-06-17,"('2021-06-19', [('100630105000002', 1.0)])"
100,2021-06-18,"('2021-06-19', [('100630105000002', 1.0)])"
100,2021-06-18,"('2021-06-20', [('100630105000002', 3.0)])"
183,2021-06-18,"('2021-06-19', [('100630105000002', 1.0)])"
4123,2021-06-18,"('2021-06-19', [('100630105000002', 1.0)])"
4129,2021-06-18,"('2021-06-19', [('100630105000002', 1.0)])"
4906,2021-06-18,"('2021-06-19', [('100630105000002', 1.0)])"
100,2021-06-19,"('2021-06-20', [('100630105000002', 3.0)])"
119,2021-06-20,"('2021-06-22', [('100630105000002', 1.0)])"
119,2021-06-21,"('2021-06-22', [('100630105000002', 1.0)])"
119,2021-06-21,"('2021-06-23', [('100630105000002', 1.0)])"
119,2021-06-22,"('2021-06-23', [('100630105000002', 1.0)])"
4123,2021-06-22,"('2021-06-24', [('100630105000002', 1.0)])"
11,2021-06-23,"('2021-06-25', [('100630105000002', 2.0)])"
143,2021-06-23,"('2021-06-25', [('100630105000002', 1.0)])"
4123,2021-06-23,"('2021-06-24', [('100630105000002', 1.0)])"
4123,2021-06-23,"('2021-06-25', [('100630105000002', 1.0)])"
11,2021-06-24,"('2021-06-25', [('100630105000002', 2.0)])"
11,2021-06-24,"('2021-06-26', [('100630105000002', 2.0)])"
143,2021-06-24,"('2021-06-25', [('100630105000002', 1.0)])"
143,2021-06-24,"('2021-06-26', [('100630105000002', 1.0)])"
3208,2021-06-24,"('2021-06-26', [('100630105000002', 1.0)])"
4123,2021-06-24,"('2021-06-25', [('100630105000002', 1.0)])"
4129,2021-06-24,"('2021-06-26', [('100630105000002', 1.0)])"
11,2021-06-25,"('2021-06-26', [('100630105000002', 2.0)])"
143,2021-06-25,"('2021-06-26', [('100630105000002', 1.0)])"
186,2021-06-25,"('2021-06-27', [('100630105000002', 1.0)])"
3208,2021-06-25,"('2021-06-26', [('100630105000002', 1.0)])"
3208,2021-06-25,"('2021-06-27', [('100630105000002', 1.0)])"
4129,2021-06-25,"('2021-06-26', [('100630105000002', 1.0)])"
4129,2021-06-25,"('2021-06-27', [('100630105000002', 1.0)])"
63,2021-06-25,"('2021-06-27', [('100630105000002', 2.0)])"
186,2021-06-26,"('2021-06-27', [('100630105000002', 1.0)])"
3208,2021-06-26,"('2021-06-27', [('100630105000002', 1.0)])"
4129,2021-06-26,"('2021-06-27', [('100630105000002', 1.0)])"
63,2021-06-26,"('2021-06-27', [('100630105000002', 2.0)])"
82,2021-06-27,"('2021-06-29', [('100630105000002', 1.0)])"
144,2021-06-28,"('2021-06-30', [('100630105000002', 1.0)])"
82,2021-06-28,"('2021-06-29', [('100630105000002', 1.0)])"
144,2021-06-29,"('2021-06-30', [('100630105000002', 1.0)])"
144,2021-06-29,"('2021-07-01', [('100630105000002', 1.0)])"
144,2021-06-30,"('2021-07-01', [('100630105000002', 1.0)])"
15,2021-06-30,"('2021-07-02', [('100630105000002', 1.0)])"
15,2021-07-01,"('2021-07-02', [('100630105000002', 1.0)])"
15,2021-07-01,"('2021-07-03', [('100630105000002', 1.0)])"
82,2021-07-01,"('2021-07-03', [('100630105000002', 1.0)])"
15,2021-07-02,"('2021-07-03', [('100630105000002', 1.0)])"
186,2021-07-02,"('2021-07-04', [('100630105000002', 1.0)])"
82,2021-07-02,"('2021-07-03', [('100630105000002', 1.0)])"
82,2021-07-02,"('2021-07-04', [('100630105000002', 2.0)])"
186,2021-07-03,"('2021-07-04', [('100630105000002', 1.0)])"
82,2021-07-03,"('2021-07-04', [('100630105000002', 2.0)])"
133,2021-07-05,"('2021-07-07', [('100630105000002', 1.0)])"
95,2021-07-05,"('2021-07-07', [('100630105000002', 1.0)])"
104,2021-07-06,"('2021-07-08', [('100630105000002', 1.0)])"
133,2021-07-06,"('2021-07-07', [('100630105000002', 1.0)])"
68,2021-07-06,"('2021-07-08', [('100630105000002', 1.0)])"
95,2021-07-06,"('2021-07-07', [('100630105000002', 1.0)])"
95,2021-07-06,"('2021-07-08', [('100630105000002', 1.0)])"
104,2021-07-07,"('2021-07-08', [('100630105000002', 1.0)])"
104,2021-07-07,"('2021-07-09', [('100630105000002', 1.0)])"
202,2021-07-07,"('2021-07-09', [('100630105000002', 1.0)])"
68,2021-07-07,"('2021-07-08', [('100630105000002', 1.0)])"
68,2021-07-07,"('2021-07-09', [('100630105000002', 1.0)])"
95,2021-07-07,"('2021-07-08', [('100630105000002', 1.0)])"
104,2021-07-08,"('2021-07-09', [('100630105000002', 1.0)])"
202,2021-07-08,"('2021-07-09', [('100630105000002', 1.0)])"
202,2021-07-08,"('2021-07-10', [('100630105000002', 2.0)])"
4805,2021-07-08,"('2021-07-10', [('100630105000002', 2.0)])"
68,2021-07-08,"('2021-07-09', [('100630105000002', 1.0)])"
11,2021-07-09,"('2021-07-11', [('100630105000002', 1.0)])"
202,2021-07-09,"('2021-07-10', [('100630105000002', 2.0)])"
202,2021-07-09,"('2021-07-11', [('100630105000002', 1.0)])"
4805,2021-07-09,"('2021-07-10', [('100630105000002', 2.0)])"
4805,2021-07-09,"('2021-07-11', [('100630105000002', 2.0)])"
11,2021-07-10,"('2021-07-11', [('100630105000002', 1.0)])"
202,2021-07-10,"('2021-07-11', [('100630105000002', 1.0)])"
4805,2021-07-10,"('2021-07-11', [('100630105000002', 2.0)])"
27,2021-07-11,"('2021-07-13', [('100630105000002', 1.0)])"
82,2021-07-11,"('2021-07-13', [('100630105000002', 1.0)])"
27,2021-07-12,"('2021-07-13', [('100630105000002', 1.0)])"
27,2021-07-12,"('2021-07-14', [('100630105000002', 1.0)])"
4803,2021-07-12,"('2021-07-14', [('100630105000002', 1.0)])"
82,2021-07-12,"('2021-07-13', [('100630105000002', 1.0)])"
82,2021-07-12,"('2021-07-14', [('100630105000002', 1.0)])"
141,2021-07-13,"('2021-07-15', [('100630105000002', 1.0)])"
27,2021-07-13,"('2021-07-14', [('100630105000002', 1.0)])"
44,2021-07-13,"('2021-07-15', [('100630105000002', 1.0)])"
4803,2021-07-13,"('2021-07-14', [('100630105000002', 1.0)])"
4803,2021-07-13,"('2021-07-15', [('100630105000002', 1.0)])"
73,2021-07-13,"('2021-07-15', [('100630105000002', 1.0)])"
82,2021-07-13,"('2021-07-14', [('100630105000002', 1.0)])"
141,2021-07-14,"('2021-07-15', [('100630105000002', 1.0)])"
141,2021-07-14,"('2021-07-16', [('100630105000002', 1.0)])"
44,2021-07-14,"('2021-07-15', [('100630105000002', 1.0)])"
44,2021-07-14,"('2021-07-16', [('100630105000002', 1.0)])"
4803,2021-07-14,"('2021-07-15', [('100630105000002', 1.0)])"
73,2021-07-14,"('2021-07-15', [('100630105000002', 1.0)])"
73,2021-07-14,"('2021-07-16', [('100630105000002', 1.0)])"
141,2021-07-15,"('2021-07-16', [('100630105000002', 1.0)])"
4129,2021-07-15,"('2021-07-17', [('100630105000002', 1.0)])"
44,2021-07-15,"('2021-07-16', [('100630105000002', 1.0)])"
73,2021-07-15,"('2021-07-16', [('100630105000002', 1.0)])"
4129,2021-07-16,"('2021-07-17', [('100630105000002', 1.0)])"
4129,2021-07-16,"('2021-07-18', [('100630105000002', 1.0)])"
4129,2021-07-17,"('2021-07-18', [('100630105000002', 1.0)])"
21,2021-07-18,"('2021-07-20', [('100630105000002', 1.0)])"
44,2021-07-18,"('2021-07-20', [('100630105000002', 1.0)])"
21,2021-07-19,"('2021-07-20', [('100630105000002', 1.0)])"
21,2021-07-19,"('2021-07-21', [('100630105000002', 1.0)])"
44,2021-07-19,"('2021-07-20', [('100630105000002', 1.0)])"
44,2021-07-19,"('2021-07-21', [('100630105000002', 1.0)])"
21,2021-07-20,"('2021-07-21', [('100630105000002', 1.0)])"
44,2021-07-20,"('2021-07-21', [('100630105000002', 1.0)])"
221,2021-07-22,"('2021-07-24', [('100630105000002', 1.0)])"
221,2021-07-23,"('2021-07-24', [('100630105000002', 1.0)])"
221,2021-07-23,"('2021-07-25', [('100630105000002', 1.0)])"
221,2021-07-24,"('2021-07-25', [('100630105000002', 1.0)])"
67,2021-07-25,"('2021-07-27', [('100630105000002', 2.0)])"
67,2021-07-26,"('2021-07-27', [('100630105000002', 2.0)])"
67,2021-07-26,"('2021-07-28', [('100630105000002', 2.0)])"
89,2021-07-26,"('2021-07-28', [('100630105000002', 1.0)])"
183,2021-07-27,"('2021-07-29', [('100630105000002', 1.0)])"
67,2021-07-27,"('2021-07-28', [('100630105000002', 2.0)])"
89,2021-07-27,"('2021-07-28', [('100630105000002', 1.0)])"
89,2021-07-27,"('2021-07-29', [('100630105000002', 1.0)])"
130,2021-07-28,"('2021-07-30', [('100630105000002', 1.0)])"
183,2021-07-28,"('2021-07-29', [('100630105000002', 1.0)])"
183,2021-07-28,"('2021-07-30', [('100630105000002', 1.0)])"
4104,2021-07-28,"('2021-07-30', [('100630105000002', 2.0)])"
89,2021-07-28,"('2021-07-29', [('100630105000002', 1.0)])"
130,2021-07-29,"('2021-07-30', [('100630105000002', 1.0)])"
130,2021-07-29,"('2021-07-31', [('100630105000002', 1.0)])"
183,2021-07-29,"('2021-07-30', [('100630105000002', 1.0)])"
4104,2021-07-29,"('2021-07-30', [('100630105000002', 2.0)])"
4104,2021-07-29,"('2021-07-31', [('100630105000002', 2.0)])"
130,2021-07-30,"('2021-07-31', [('100630105000002', 1.0)])"
4104,2021-07-30,"('2021-07-31', [('100630105000002', 2.0)])"
109,2021-08-01,"('2021-08-03', [('100630105000002', 1.0)])"
109,2021-08-02,"('2021-08-03', [('100630105000002', 1.0)])"
109,2021-08-02,"('2021-08-04', [('100630105000002', 1.0)])"
109,2021-08-03,"('2021-08-04', [('100630105000002', 1.0)])"
143,2021-08-03,"('2021-08-05', [('100630105000002', 1.0)])"
4129,2021-08-03,"('2021-08-05', [('100630105000002', 1.0)])"
4134,2021-08-03,"('2021-08-05', [('100630105000002', 1.0)])"
143,2021-08-04,"('2021-08-05', [('100630105000002', 1.0)])"
143,2021-08-04,"('2021-08-06', [('100630105000002', 1.0)])"
4129,2021-08-04,"('2021-08-05', [('100630105000002', 1.0)])"
4134,2021-08-04,"('2021-08-05', [('100630105000002', 1.0)])"
4134,2021-08-04,"('2021-08-06', [('100630105000002', 1.0)])"
133,2021-08-05,"('2021-08-07', [('100630105000002', 1.0)])"
143,2021-08-05,"('2021-08-06', [('100630105000002', 1.0)])"
183,2021-08-05,"('2021-08-07', [('100630105000002', 1.0)])"
4134,2021-08-05,"('2021-08-06', [('100630105000002', 1.0)])"
90,2021-08-05,"('2021-08-07', [('100630105000002', 1.0)])"
133,2021-08-06,"('2021-08-07', [('100630105000002', 1.0)])"
133,2021-08-06,"('2021-08-08', [('100630105000002', 1.0)])"
183,2021-08-06,"('2021-08-07', [('100630105000002', 1.0)])"
183,2021-08-06,"('2021-08-08', [('100630105000002', 2.0)])"
90,2021-08-06,"('2021-08-07', [('100630105000002', 1.0)])"
133,2021-08-07,"('2021-08-08', [('100630105000002', 1.0)])"
183,2021-08-07,"('2021-08-08', [('100630105000002', 2.0)])"
7,2021-08-08,"('2021-08-10', [('100630105000002', 1.0)])"
117,2021-08-09,"('2021-08-11', [('100630105000002', 2.0)])"
7,2021-08-09,"('2021-08-10', [('100630105000002', 1.0)])"
7,2021-08-09,"('2021-08-11', [('100630105000002', 1.0)])"
117,2021-08-10,"('2021-08-11', [('100630105000002', 2.0)])"
7,2021-08-10,"('2021-08-11', [('100630105000002', 1.0)])"
4123,2021-08-11,"('2021-08-13', [('100630105000002', 1.0)])"
4123,2021-08-12,"('2021-08-13', [('100630105000002', 1.0)])"
4123,2021-08-12,"('2021-08-14', [('100630105000002', 1.0)])"
183,2021-08-13,"('2021-08-15', [('100630105000002', 1.0)])"
3208,2021-08-13,"('2021-08-15', [('100630105000002', 2.0)])"
4123,2021-08-13,"('2021-08-14', [('100630105000002', 1.0)])"
183,2021-08-14,"('2021-08-15', [('100630105000002', 1.0)])"
3208,2021-08-14,"('2021-08-15', [('100630105000002', 2.0)])"
42,2021-08-15,"('2021-08-17', [('100630105000002', 2.0)])"
4104,2021-08-16,"('2021-08-18', [('100630105000002', 1.0)])"
42,2021-08-16,"('2021-08-17', [('100630105000002', 2.0)])"
42,2021-08-16,"('2021-08-18', [('100630105000002', 2.0)])"
4104,2021-08-17,"('2021-08-18', [('100630105000002', 1.0)])"
4104,2021-08-17,"('2021-08-19', [('100630105000002', 1.0)])"
42,2021-08-17,"('2021-08-18', [('100630105000002', 2.0)])"
179,2021-08-18,"('2021-08-20', [('100630105000002', 1.0)])"
4104,2021-08-18,"('2021-08-19', [('100630105000002', 1.0)])"
179,2021-08-19,"('2021-08-20', [('100630105000002', 1.0)])"
180,2021-08-22,"('2021-08-24', [('100630105000002', 2.0)])"
11,2021-08-23,"('2021-08-25', [('100630105000002', 1.0)])"
180,2021-08-23,"('2021-08-24', [('100630105000002', 2.0)])"
180,2021-08-23,"('2021-08-25', [('100630105000002', 2.0)])"
11,2021-08-24,"('2021-08-25', [('100630105000002', 1.0)])"
11,2021-08-24,"('2021-08-26', [('100630105000002', 1.0)])"
180,2021-08-24,"('2021-08-25', [('100630105000002', 2.0)])"
11,2021-08-25,"('2021-08-26', [('100630105000002', 1.0)])"
143,2021-08-25,"('2021-08-27', [('100630105000002', 1.0)])"
162,2021-08-25,"('2021-08-27', [('100630105000002', 3.0)])"
117,2021-08-26,"('2021-08-28', [('100630105000002', 1.0)])"
143,2021-08-26,"('2021-08-27', [('100630105000002', 1.0)])"
143,2021-08-26,"('2021-08-28', [('100630105000002', 2.0)])"
162,2021-08-26,"('2021-08-27', [('100630105000002', 3.0)])"
162,2021-08-26,"('2021-08-28', [('100630105000002', 3.0)])"
5,2021-08-26,"('2021-08-28', [('100630105000002', 1.0)])"
117,2021-08-27,"('2021-08-28', [('100630105000002', 1.0)])"
143,2021-08-27,"('2021-08-28', [('100630105000002', 2.0)])"
143,2021-08-27,"('2021-08-29', [('100630105000002', 1.0)])"
162,2021-08-27,"('2021-08-28', [('100630105000002', 3.0)])"
3208,2021-08-27,"('2021-08-29', [('100630105000002', 2.0)])"
4134,2021-08-27,"('2021-08-29', [('100630105000002', 1.0)])"
5,2021-08-27,"('2021-08-28', [('100630105000002', 1.0)])"
143,2021-08-28,"('2021-08-29', [('100630105000002', 1.0)])"
3208,2021-08-28,"('2021-08-29', [('100630105000002', 2.0)])"
4134,2021-08-28,"('2021-08-29', [('100630105000002', 1.0)])"
104,2021-08-29,"('2021-08-31', [('100630105000002', 1.0)])"
7,2021-08-29,"('2021-08-31', [('100630105000002', 1.0)])"
104,2021-08-30,"('2021-08-31', [('100630105000002', 1.0)])"
117,2021-08-30,"('2021-09-01', [('100630105000002', 3.0)])"
7,2021-08-30,"('2021-08-31', [('100630105000002', 1.0)])"
7,2021-08-30,"('2021-09-01', [('100630105000002', 1.0)])"
117,2021-08-31,"('2021-09-01', [('100630105000002', 3.0)])"
117,2021-08-31,"('2021-09-02', [('100630105000002', 3.0)])"
167,2021-08-31,"('2021-09-02', [('100630105000002', 2.0)])"
27,2021-08-31,"('2021-09-02', [('100630105000002', 1.0)])"
7,2021-08-31,"('2021-09-01', [('100630105000002', 1.0)])"
117,2021-09-01,"('2021-09-02', [('100630105000002', 3.0)])"
117,2021-09-01,"('2021-09-03', [('100630105000002', 1.0)])"
167,2021-09-01,"('2021-09-02', [('100630105000002', 2.0)])"
167,2021-09-01,"('2021-09-03', [('100630105000002', 2.0)])"
27,2021-09-01,"('2021-09-02', [('100630105000002', 1.0)])"
68,2021-09-01,"('2021-09-03', [('100630105000002', 1.0)])"
10,2021-09-02,"('2021-09-04', [('100630105000002', 1.0)])"
104,2021-09-02,"('2021-09-04', [('100630105000002', 2.0)])"
117,2021-09-02,"('2021-09-03', [('100630105000002', 1.0)])"
167,2021-09-02,"('2021-09-03', [('100630105000002', 2.0)])"
27,2021-09-02,"('2021-09-04', [('100630105000002', 1.0)])"
68,2021-09-02,"('2021-09-03', [('100630105000002', 1.0)])"
68,2021-09-02,"('2021-09-04', [('100630105000002', 1.0)])"
90,2021-09-02,"('2021-09-04', [('100630105000002', 1.0)])"
10,2021-09-03,"('2021-09-04', [('100630105000002', 1.0)])"
100,2021-09-03,"('2021-09-05', [('100630105000002', 2.0)])"
104,2021-09-03,"('2021-09-04', [('100630105000002', 2.0)])"
104,2021-09-03,"('2021-09-05', [('100630105000002', 2.0)])"
27,2021-09-03,"('2021-09-04', [('100630105000002', 1.0)])"
27,2021-09-03,"('2021-09-05', [('100630105000002', 2.0)])"
68,2021-09-03,"('2021-09-04', [('100630105000002', 1.0)])"
90,2021-09-03,"('2021-09-04', [('100630105000002', 1.0)])"
90,2021-09-03,"('2021-09-05', [('100630105000002', 3.0)])"
100,2021-09-04,"('2021-09-05', [('100630105000002', 2.0)])"
104,2021-09-04,"('2021-09-05', [('100630105000002', 2.0)])"
27,2021-09-04,"('2021-09-05', [('100630105000002', 2.0)])"
90,2021-09-04,"('2021-09-05', [('100630105000002', 3.0)])"
109,2021-09-05,"('2021-09-07', [('100630105000002', 1.0)])"
4803,2021-09-05,"('2021-09-07', [('100630105000002', 2.0)])"
109,2021-09-06,"('2021-09-07', [('100630105000002', 1.0)])"
109,2021-09-06,"('2021-09-08', [('100630105000002', 1.0)])"
179,2021-09-06,"('2021-09-08', [('100630105000002', 2.0)])"
4803,2021-09-06,"('2021-09-07', [('100630105000002', 2.0)])"
4803,2021-09-06,"('2021-09-08', [('100630105000002', 2.0)])"
10,2021-09-07,"('2021-09-09', [('100630105000002', 1.0)])"
109,2021-09-07,"('2021-09-08', [('100630105000002', 1.0)])"
179,2021-09-07,"('2021-09-08', [('100630105000002', 2.0)])"
4803,2021-09-07,"('2021-09-08', [('100630105000002', 2.0)])"
10,2021-09-08,"('2021-09-09', [('100630105000002', 1.0)])"
143,2021-09-08,"('2021-09-10', [('100630105000002', 1.0)])"
143,2021-09-09,"('2021-09-10', [('100630105000002', 1.0)])"
143,2021-09-09,"('2021-09-11', [('100630105000002', 1.0)])"
215,2021-09-09,"('2021-09-11', [('100630105000002', 1.0)])"
51,2021-09-09,"('2021-09-11', [('100630105000002', 1.0)])"
73,2021-09-09,"('2021-09-11', [('100630105000002', 1.0)])"
143,2021-09-10,"('2021-09-11', [('100630105000002', 1.0)])"
215,2021-09-10,"('2021-09-11', [('100630105000002', 1.0)])"
51,2021-09-10,"('2021-09-11', [('100630105000002', 1.0)])"
73,2021-09-10,"('2021-09-11', [('100630105000002', 1.0)])"
73,2021-09-10,"('2021-09-12', [('100630105000002', 1.0)])"
73,2021-09-11,"('2021-09-12', [('100630105000002', 1.0)])"
215,2021-09-12,"('2021-09-14', [('100630105000002', 1.0)])"
3208,2021-09-12,"('2021-09-14', [('100630105000002', 1.0)])"
4805,2021-09-12,"('2021-09-14', [('100630105000002', 1.0)])"
215,2021-09-13,"('2021-09-14', [('100630105000002', 1.0)])"
3208,2021-09-13,"('2021-09-14', [('100630105000002', 1.0)])"
3208,2021-09-13,"('2021-09-15', [('100630105000002', 2.0)])"
4104,2021-09-13,"('2021-09-15', [('100630105000002', 1.0)])"
4805,2021-09-13,"('2021-09-14', [('100630105000002', 1.0)])"
4805,2021-09-13,"('2021-09-15', [('100630105000002', 1.0)])"
100,2021-09-14,"('2021-09-16', [('100630105000002', 1.0)])"
3208,2021-09-14,"('2021-09-15', [('100630105000002', 2.0)])"
3208,2021-09-14,"('2021-09-16', [('100630105000002', 1.0)])"
4104,2021-09-14,"('2021-09-15', [('100630105000002', 1.0)])"
4104,2021-09-14,"('2021-09-16', [('100630105000002', 1.0)])"
4805,2021-09-14,"('2021-09-15', [('100630105000002', 1.0)])"
100,2021-09-15,"('2021-09-16', [('100630105000002', 1.0)])"
100,2021-09-15,"('2021-09-17', [('100630105000002', 1.0)])"
130,2021-09-15,"('2021-09-17', [('100630105000002', 1.0)])"
3208,2021-09-15,"('2021-09-16', [('100630105000002', 1.0)])"
4104,2021-09-15,"('2021-09-16', [('100630105000002', 1.0)])"
100,2021-09-16,"('2021-09-17', [('100630105000002', 1.0)])"
130,2021-09-16,"('2021-09-17', [('100630105000002', 1.0)])"
130,2021-09-16,"('2021-09-18', [('100630105000002', 1.0)])"
4104,2021-09-16,"('2021-09-18', [('100630105000002', 2.0)])"
130,2021-09-17,"('2021-09-18', [('100630105000002', 1.0)])"
4104,2021-09-17,"('2021-09-18', [('100630105000002', 2.0)])"
4134,2021-09-19,"('2021-09-21', [('100630105000002', 1.0)])"
100,2021-09-20,"('2021-09-22', [('100630105000002', 1.0)])"
4134,2021-09-20,"('2021-09-21', [('100630105000002', 1.0)])"
4134,2021-09-20,"('2021-09-22', [('100630105000002', 1.0)])"
51,2021-09-20,"('2021-09-22', [('100630105000002', 1.0)])"
100,2021-09-21,"('2021-09-22', [('100630105000002', 1.0)])"
100,2021-09-21,"('2021-09-23', [('100630105000002', 1.0)])"
4134,2021-09-21,"('2021-09-22', [('100630105000002', 1.0)])"
51,2021-09-21,"('2021-09-22', [('100630105000002', 1.0)])"
51,2021-09-21,"('2021-09-23', [('100630105000002', 1.0)])"
90,2021-09-21,"('2021-09-23', [('100630105000002', 1.0)])"
100,2021-09-22,"('2021-09-23', [('100630105000002', 1.0)])"
51,2021-09-22,"('2021-09-23', [('100630105000002', 1.0)])"
90,2021-09-22,"('2021-09-23', [('100630105000002', 1.0)])"
90,2021-09-22,"('2021-09-24', [('100630105000002', 1.0)])"
90,2021-09-23,"('2021-09-24', [('100630105000002', 1.0)])"
4104,2021-09-24,"('2021-09-26', [('100630105000002', 1.0)])"
