store,sku,date,stock
180,100630105000002,2021-09-18,3
181,100630105000002,2021-09-18,3
182,100630105000002,2021-09-18,5
183,100630105000002,2021-09-18,3
184,100630105000002,2021-09-18,2
185,100630105000002,2021-09-18,3
186,100630105000002,2021-09-18,1
188,100630105000002,2021-09-18,2
189,100630105000002,2021-09-18,1
201,100630105000002,2021-09-18,2
202,100630105000002,2021-09-18,3
203,100630105000002,2021-09-18,2
21,100630105000002,2021-09-18,3
213,100630105000002,2021-09-18,2
214,100630105000002,2021-09-18,1
215,100630105000002,2021-09-18,2
216,100630105000002,2021-09-18,1
217,100630105000002,2021-09-18,5
218,100630105000002,2021-09-18,1
219,100630105000002,2021-09-18,2
22,100630105000002,2021-09-18,1
221,100630105000002,2021-09-18,3
26,100630105000002,2021-09-18,1
27,100630105000002,2021-09-18,2
28,100630105000002,2021-09-18,1
29,100630105000002,2021-09-18,3
3,100630105000002,2021-09-18,2
3005,100630105000002,2021-09-18,9
3202,100630105000002,2021-09-18,1
3205,100630105000002,2021-09-18,6
3208,100630105000002,2021-09-18,4
3245,100630105000002,2021-09-18,4
35,100630105000002,2021-09-18,3
36,100630105000002,2021-09-18,1
37,100630105000002,2021-09-18,1
4,100630105000002,2021-09-18,3
4104,100630105000002,2021-09-18,2
4123,100630105000002,2021-09-18,3
4129,100630105000002,2021-09-18,2
4133,100630105000002,2021-09-18,3
4134,100630105000002,2021-09-18,1
42,100630105000002,2021-09-18,2
43,100630105000002,2021-09-18,1
44,100630105000002,2021-09-18,1
45,100630105000002,2021-09-18,2
46,100630105000002,2021-09-18,3
47,100630105000002,2021-09-18,4
4803,100630105000002,2021-09-18,5
4805,100630105000002,2021-09-18,2
4904,100630105000002,2021-09-18,3
4906,100630105000002,2021-09-18,2
5,100630105000002,2021-09-18,3
50,100630105000002,2021-09-18,6
51,100630105000002,2021-09-18,2
52,100630105000002,2021-09-18,2
55,100630105000002,2021-09-18,1
56,100630105000002,2021-09-18,1
57,100630105000002,2021-09-18,2
61,100630105000002,2021-09-18,2
63,100630105000002,2021-09-18,4
64,100630105000002,2021-09-18,3
67,100630105000002,2021-09-18,5
68,100630105000002,2021-09-18,3
69,100630105000002,2021-09-18,0
7,100630105000002,2021-09-18,2
73,100630105000002,2021-09-18,3
74,100630105000002,2021-09-18,1
76,100630105000002,2021-09-18,5
79,100630105000002,2021-09-18,5
8,100630105000002,2021-09-18,2
81,100630105000002,2021-09-18,1
82,100630105000002,2021-09-18,3
84,100630105000002,2021-09-18,2
85,100630105000002,2021-09-18,3
88,100630105000002,2021-09-18,3
89,100630105000002,2021-09-18,3
90,100630105000002,2021-09-18,4
91,100630105000002,2021-09-18,1
95,100630105000002,2021-09-18,2
96,100630105000002,2021-09-18,3
99,100630105000002,2021-09-18,2
220,100630105000002,2021-09-18,1
225,100630105000002,2021-09-18,3
VZ01,100630105000002,2021-09-18,1029
10,100630105000002,2021-09-19,2
100,100630105000002,2021-09-19,2
104,100630105000002,2021-09-19,4
105,100630105000002,2021-09-19,3
106,100630105000002,2021-09-19,2
109,100630105000002,2021-09-19,2
11,100630105000002,2021-09-19,3
114,100630105000002,2021-09-19,1
117,100630105000002,2021-09-19,4
119,100630105000002,2021-09-19,2
121,100630105000002,2021-09-19,5
122,100630105000002,2021-09-19,1
123,100630105000002,2021-09-19,2
130,100630105000002,2021-09-19,3
133,100630105000002,2021-09-19,3
135,100630105000002,2021-09-19,5
136,100630105000002,2021-09-19,1
141,100630105000002,2021-09-19,2
143,100630105000002,2021-09-19,3
144,100630105000002,2021-09-19,3
147,100630105000002,2021-09-19,2
149,100630105000002,2021-09-19,2
15,100630105000002,2021-09-19,1
150,100630105000002,2021-09-19,1
152,100630105000002,2021-09-19,1
156,100630105000002,2021-09-19,1
159,100630105000002,2021-09-19,6
160,100630105000002,2021-09-19,2
162,100630105000002,2021-09-19,7
163,100630105000002,2021-09-19,2
164,100630105000002,2021-09-19,1
166,100630105000002,2021-09-19,1
167,100630105000002,2021-09-19,5
168,100630105000002,2021-09-19,2
170,100630105000002,2021-09-19,1
171,100630105000002,2021-09-19,1
172,100630105000002,2021-09-19,2
173,100630105000002,2021-09-19,2
174,100630105000002,2021-09-19,1
175,100630105000002,2021-09-19,2
179,100630105000002,2021-09-19,2
18,100630105000002,2021-09-19,1
180,100630105000002,2021-09-19,3
181,100630105000002,2021-09-19,3
182,100630105000002,2021-09-19,5
183,100630105000002,2021-09-19,3
184,100630105000002,2021-09-19,2
185,100630105000002,2021-09-19,3
186,100630105000002,2021-09-19,1
188,100630105000002,2021-09-19,2
189,100630105000002,2021-09-19,1
201,100630105000002,2021-09-19,2
202,100630105000002,2021-09-19,3
203,100630105000002,2021-09-19,2
21,100630105000002,2021-09-19,3
213,100630105000002,2021-09-19,2
214,100630105000002,2021-09-19,1
215,100630105000002,2021-09-19,2
216,100630105000002,2021-09-19,1
217,100630105000002,2021-09-19,5
218,100630105000002,2021-09-19,1
219,100630105000002,2021-09-19,2
22,100630105000002,2021-09-19,1
221,100630105000002,2021-09-19,3
26,100630105000002,2021-09-19,1
27,100630105000002,2021-09-19,2
28,100630105000002,2021-09-19,1
29,100630105000002,2021-09-19,3
3,100630105000002,2021-09-19,2
3005,100630105000002,2021-09-19,9
3202,100630105000002,2021-09-19,1
3205,100630105000002,2021-09-19,6
3208,100630105000002,2021-09-19,4
3245,100630105000002,2021-09-19,4
35,100630105000002,2021-09-19,3
36,100630105000002,2021-09-19,1
37,100630105000002,2021-09-19,1
4,100630105000002,2021-09-19,3
4104,100630105000002,2021-09-19,2
4123,100630105000002,2021-09-19,3
4129,100630105000002,2021-09-19,2
4133,100630105000002,2021-09-19,3
4134,100630105000002,2021-09-19,1
42,100630105000002,2021-09-19,2
43,100630105000002,2021-09-19,1
44,100630105000002,2021-09-19,1
45,100630105000002,2021-09-19,2
46,100630105000002,2021-09-19,3
47,100630105000002,2021-09-19,4
4803,100630105000002,2021-09-19,5
4805,100630105000002,2021-09-19,2
4904,100630105000002,2021-09-19,3
4906,100630105000002,2021-09-19,2
5,100630105000002,2021-09-19,3
50,100630105000002,2021-09-19,6
51,100630105000002,2021-09-19,2
52,100630105000002,2021-09-19,2
55,100630105000002,2021-09-19,1
56,100630105000002,2021-09-19,1
57,100630105000002,2021-09-19,2
61,100630105000002,2021-09-19,2
63,100630105000002,2021-09-19,4
64,100630105000002,2021-09-19,3
67,100630105000002,2021-09-19,5
68,100630105000002,2021-09-19,3
69,100630105000002,2021-09-19,0
7,100630105000002,2021-09-19,2
73,100630105000002,2021-09-19,3
74,100630105000002,2021-09-19,1
76,100630105000002,2021-09-19,5
79,100630105000002,2021-09-19,5
8,100630105000002,2021-09-19,2
81,100630105000002,2021-09-19,1
82,100630105000002,2021-09-19,3
84,100630105000002,2021-09-19,2
85,100630105000002,2021-09-19,3
88,100630105000002,2021-09-19,3
89,100630105000002,2021-09-19,3
90,100630105000002,2021-09-19,4
91,100630105000002,2021-09-19,1
95,100630105000002,2021-09-19,2
96,100630105000002,2021-09-19,3
99,100630105000002,2021-09-19,2
220,100630105000002,2021-09-19,1
225,100630105000002,2021-09-19,3
VZ01,100630105000002,2021-09-19,1028
10,100630105000002,2021-09-20,2
100,100630105000002,2021-09-20,1
104,100630105000002,2021-09-20,4
105,100630105000002,2021-09-20,3
106,100630105000002,2021-09-20,2
109,100630105000002,2021-09-20,2
11,100630105000002,2021-09-20,3
114,100630105000002,2021-09-20,1
117,100630105000002,2021-09-20,4
119,100630105000002,2021-09-20,2
121,100630105000002,2021-09-20,5
122,100630105000002,2021-09-20,1
123,100630105000002,2021-09-20,2
130,100630105000002,2021-09-20,3
133,100630105000002,2021-09-20,3
135,100630105000002,2021-09-20,5
136,100630105000002,2021-09-20,1
141,100630105000002,2021-09-20,2
143,100630105000002,2021-09-20,3
144,100630105000002,2021-09-20,3
147,100630105000002,2021-09-20,2
149,100630105000002,2021-09-20,2
15,100630105000002,2021-09-20,1
150,100630105000002,2021-09-20,1
152,100630105000002,2021-09-20,1
156,100630105000002,2021-09-20,1
159,100630105000002,2021-09-20,6
160,100630105000002,2021-09-20,2
162,100630105000002,2021-09-20,7
163,100630105000002,2021-09-20,2
164,100630105000002,2021-09-20,1
166,100630105000002,2021-09-20,1
167,100630105000002,2021-09-20,5
168,100630105000002,2021-09-20,2
170,100630105000002,2021-09-20,1
171,100630105000002,2021-09-20,1
172,100630105000002,2021-09-20,2
173,100630105000002,2021-09-20,2
174,100630105000002,2021-09-20,1
175,100630105000002,2021-09-20,2
179,100630105000002,2021-09-20,2
18,100630105000002,2021-09-20,1
180,100630105000002,2021-09-20,3
181,100630105000002,2021-09-20,3
182,100630105000002,2021-09-20,5
183,100630105000002,2021-09-20,3
184,100630105000002,2021-09-20,2
185,100630105000002,2021-09-20,3
186,100630105000002,2021-09-20,1
188,100630105000002,2021-09-20,2
189,100630105000002,2021-09-20,1
201,100630105000002,2021-09-20,2
202,100630105000002,2021-09-20,3
203,100630105000002,2021-09-20,2
21,100630105000002,2021-09-20,3
213,100630105000002,2021-09-20,2
214,100630105000002,2021-09-20,1
215,100630105000002,2021-09-20,2
216,100630105000002,2021-09-20,1
217,100630105000002,2021-09-20,5
218,100630105000002,2021-09-20,1
219,100630105000002,2021-09-20,2
22,100630105000002,2021-09-20,1
221,100630105000002,2021-09-20,3
26,100630105000002,2021-09-20,1
27,100630105000002,2021-09-20,2
28,100630105000002,2021-09-20,1
29,100630105000002,2021-09-20,3
3,100630105000002,2021-09-20,2
3005,100630105000002,2021-09-20,9
3202,100630105000002,2021-09-20,1
3205,100630105000002,2021-09-20,6
3208,100630105000002,2021-09-20,4
3245,100630105000002,2021-09-20,4
35,100630105000002,2021-09-20,3
36,100630105000002,2021-09-20,1
37,100630105000002,2021-09-20,1
4,100630105000002,2021-09-20,3
4104,100630105000002,2021-09-20,2
4123,100630105000002,2021-09-20,3
4129,100630105000002,2021-09-20,2
4133,100630105000002,2021-09-20,3
4134,100630105000002,2021-09-20,1
42,100630105000002,2021-09-20,2
43,100630105000002,2021-09-20,1
44,100630105000002,2021-09-20,1
45,100630105000002,2021-09-20,2
46,100630105000002,2021-09-20,3
47,100630105000002,2021-09-20,4
4803,100630105000002,2021-09-20,5
4805,100630105000002,2021-09-20,2
4904,100630105000002,2021-09-20,3
4906,100630105000002,2021-09-20,2
5,100630105000002,2021-09-20,3
50,100630105000002,2021-09-20,6
51,100630105000002,2021-09-20,1
52,100630105000002,2021-09-20,2
55,100630105000002,2021-09-20,1
56,100630105000002,2021-09-20,1
57,100630105000002,2021-09-20,2
61,100630105000002,2021-09-20,2
63,100630105000002,2021-09-20,4
64,100630105000002,2021-09-20,3
67,100630105000002,2021-09-20,5
68,100630105000002,2021-09-20,3
69,100630105000002,2021-09-20,0
7,100630105000002,2021-09-20,2
73,100630105000002,2021-09-20,3
74,100630105000002,2021-09-20,1
76,100630105000002,2021-09-20,5
79,100630105000002,2021-09-20,5
8,100630105000002,2021-09-20,2
81,100630105000002,2021-09-20,1
82,100630105000002,2021-09-20,3
84,100630105000002,2021-09-20,2
85,100630105000002,2021-09-20,3
88,100630105000002,2021-09-20,3
89,100630105000002,2021-09-20,3
90,100630105000002,2021-09-20,4
91,100630105000002,2021-09-20,1
95,100630105000002,2021-09-20,2
96,100630105000002,2021-09-20,3
99,100630105000002,2021-09-20,2
220,100630105000002,2021-09-20,1
225,100630105000002,2021-09-20,3
VZ01,100630105000002,2021-09-20,1025
10,100630105000002,2021-09-21,2
100,100630105000002,2021-09-21,1
104,100630105000002,2021-09-21,4
105,100630105000002,2021-09-21,3
106,100630105000002,2021-09-21,2
109,100630105000002,2021-09-21,2
11,100630105000002,2021-09-21,3
114,100630105000002,2021-09-21,1
117,100630105000002,2021-09-21,4
119,100630105000002,2021-09-21,2
121,100630105000002,2021-09-21,5
122,100630105000002,2021-09-21,1
123,100630105000002,2021-09-21,2
130,100630105000002,2021-09-21,2
133,100630105000002,2021-09-21,3
135,100630105000002,2021-09-21,5
136,100630105000002,2021-09-21,1
141,100630105000002,2021-09-21,2
143,100630105000002,2021-09-21,3
144,100630105000002,2021-09-21,2
147,100630105000002,2021-09-21,2
149,100630105000002,2021-09-21,2
15,100630105000002,2021-09-21,1
150,100630105000002,2021-09-21,1
152,100630105000002,2021-09-21,1
156,100630105000002,2021-09-21,1
159,100630105000002,2021-09-21,6
160,100630105000002,2021-09-21,2
162,100630105000002,2021-09-21,7
163,100630105000002,2021-09-21,2
164,100630105000002,2021-09-21,1
166,100630105000002,2021-09-21,1
167,100630105000002,2021-09-21,3
168,100630105000002,2021-09-21,2
170,100630105000002,2021-09-21,1
171,100630105000002,2021-09-21,1
172,100630105000002,2021-09-21,2
173,100630105000002,2021-09-21,2
174,100630105000002,2021-09-21,1
175,100630105000002,2021-09-21,2
179,100630105000002,2021-09-21,2
18,100630105000002,2021-09-21,1
180,100630105000002,2021-09-21,3
181,100630105000002,2021-09-21,3
182,100630105000002,2021-09-21,5
183,100630105000002,2021-09-21,3
184,100630105000002,2021-09-21,2
185,100630105000002,2021-09-21,3
186,100630105000002,2021-09-21,1
188,100630105000002,2021-09-21,2
189,100630105000002,2021-09-21,1
201,100630105000002,2021-09-21,2
202,100630105000002,2021-09-21,3
203,100630105000002,2021-09-21,2
21,100630105000002,2021-09-21,3
213,100630105000002,2021-09-21,2
214,100630105000002,2021-09-21,1
215,100630105000002,2021-09-21,2
216,100630105000002,2021-09-21,1
217,100630105000002,2021-09-21,5
218,100630105000002,2021-09-21,1
219,100630105000002,2021-09-21,2
22,100630105000002,2021-09-21,1
221,100630105000002,2021-09-21,3
26,100630105000002,2021-09-21,1
27,100630105000002,2021-09-21,2
28,100630105000002,2021-09-21,1
29,100630105000002,2021-09-21,3
3,100630105000002,2021-09-21,2
3005,100630105000002,2021-09-21,9
3202,100630105000002,2021-09-21,1
3205,100630105000002,2021-09-21,6
3208,100630105000002,2021-09-21,4
3245,100630105000002,2021-09-21,4
35,100630105000002,2021-09-21,3
36,100630105000002,2021-09-21,1
37,100630105000002,2021-09-21,1
4,100630105000002,2021-09-21,3
4104,100630105000002,2021-09-21,2
4123,100630105000002,2021-09-21,3
4129,100630105000002,2021-09-21,2
4133,100630105000002,2021-09-21,3
4134,100630105000002,2021-09-21,2
42,100630105000002,2021-09-21,2
43,100630105000002,2021-09-21,1
44,100630105000002,2021-09-21,1
45,100630105000002,2021-09-21,2
46,100630105000002,2021-09-21,3
47,100630105000002,2021-09-21,4
4803,100630105000002,2021-09-21,5
4805,100630105000002,2021-09-21,2
4904,100630105000002,2021-09-21,3
4906,100630105000002,2021-09-21,2
5,100630105000002,2021-09-21,3
50,100630105000002,2021-09-21,6
51,100630105000002,2021-09-21,1
52,100630105000002,2021-09-21,2
55,100630105000002,2021-09-21,1
56,100630105000002,2021-09-21,1
57,100630105000002,2021-09-21,2
61,100630105000002,2021-09-21,2
63,100630105000002,2021-09-21,4
64,100630105000002,2021-09-21,3
67,100630105000002,2021-09-21,5
68,100630105000002,2021-09-21,3
69,100630105000002,2021-09-21,0
7,100630105000002,2021-09-21,2
73,100630105000002,2021-09-21,3
74,100630105000002,2021-09-21,1
76,100630105000002,2021-09-21,3
79,100630105000002,2021-09-21,5
8,100630105000002,2021-09-21,2
81,100630105000002,2021-09-21,1
82,100630105000002,2021-09-21,3
84,100630105000002,2021-09-21,2
85,100630105000002,2021-09-21,3
88,100630105000002,2021-09-21,3
89,100630105000002,2021-09-21,3
90,100630105000002,2021-09-21,2
91,100630105000002,2021-09-21,1
95,100630105000002,2021-09-21,2
96,100630105000002,2021-09-21,3
99,100630105000002,2021-09-21,2
220,100630105000002,2021-09-21,1
225,100630105000002,2021-09-21,3
VZ01,100630105000002,2021-09-21,1022
10,100630105000002,2021-09-22,2
100,100630105000002,2021-09-22,2
104,100630105000002,2021-09-22,4
105,100630105000002,2021-09-22,3
106,100630105000002,2021-09-22,2
109,100630105000002,2021-09-22,2
11,100630105000002,2021-09-22,3
114,100630105000002,2021-09-22,1
117,100630105000002,2021-09-22,4
119,100630105000002,2021-09-22,2
121,100630105000002,2021-09-22,5
122,100630105000002,2021-09-22,1
123,100630105000002,2021-09-22,2
130,100630105000002,2021-09-22,2
133,100630105000002,2021-09-22,3
135,100630105000002,2021-09-22,5
136,100630105000002,2021-09-22,1
141,100630105000002,2021-09-22,2
143,100630105000002,2021-09-22,3
144,100630105000002,2021-09-22,2
147,100630105000002,2021-09-22,2
149,100630105000002,2021-09-22,2
15,100630105000002,2021-09-22,1
150,100630105000002,2021-09-22,1
152,100630105000002,2021-09-22,1
156,100630105000002,2021-09-22,1
159,100630105000002,2021-09-22,6
160,100630105000002,2021-09-22,2
162,100630105000002,2021-09-22,7
163,100630105000002,2021-09-22,2
164,100630105000002,2021-09-22,1
166,100630105000002,2021-09-22,1
167,100630105000002,2021-09-22,3
168,100630105000002,2021-09-22,2
170,100630105000002,2021-09-22,1
171,100630105000002,2021-09-22,1
172,100630105000002,2021-09-22,2
173,100630105000002,2021-09-22,2
174,100630105000002,2021-09-22,1
175,100630105000002,2021-09-22,2
179,100630105000002,2021-09-22,2
18,100630105000002,2021-09-22,1
180,100630105000002,2021-09-22,3
181,100630105000002,2021-09-22,3
182,100630105000002,2021-09-22,5
183,100630105000002,2021-09-22,3
184,100630105000002,2021-09-22,2
185,100630105000002,2021-09-22,3
186,100630105000002,2021-09-22,1
188,100630105000002,2021-09-22,2
189,100630105000002,2021-09-22,1
201,100630105000002,2021-09-22,2
202,100630105000002,2021-09-22,3
203,100630105000002,2021-09-22,2
21,100630105000002,2021-09-22,3
213,100630105000002,2021-09-22,2
214,100630105000002,2021-09-22,1
215,100630105000002,2021-09-22,2
216,100630105000002,2021-09-22,1
217,100630105000002,2021-09-22,5
218,100630105000002,2021-09-22,1
219,100630105000002,2021-09-22,2
22,100630105000002,2021-09-22,1
221,100630105000002,2021-09-22,3
26,100630105000002,2021-09-22,1
27,100630105000002,2021-09-22,2
28,100630105000002,2021-09-22,1
29,100630105000002,2021-09-22,3
3,100630105000002,2021-09-22,2
3005,100630105000002,2021-09-22,9
3202,100630105000002,2021-09-22,1
3205,100630105000002,2021-09-22,6
3208,100630105000002,2021-09-22,4
3245,100630105000002,2021-09-22,4
35,100630105000002,2021-09-22,3
36,100630105000002,2021-09-22,1
37,100630105000002,2021-09-22,1
4,100630105000002,2021-09-22,3
4104,100630105000002,2021-09-22,2
4123,100630105000002,2021-09-22,3
4129,100630105000002,2021-09-22,2
4133,100630105000002,2021-09-22,3
4134,100630105000002,2021-09-22,3
42,100630105000002,2021-09-22,2
43,100630105000002,2021-09-22,1
44,100630105000002,2021-09-22,1
45,100630105000002,2021-09-22,2
46,100630105000002,2021-09-22,3
47,100630105000002,2021-09-22,4
4803,100630105000002,2021-09-22,5
4805,100630105000002,2021-09-22,2
4904,100630105000002,2021-09-22,3
4906,100630105000002,2021-09-22,2
5,100630105000002,2021-09-22,3
50,100630105000002,2021-09-22,6
51,100630105000002,2021-09-22,2
52,100630105000002,2021-09-22,2
55,100630105000002,2021-09-22,1
56,100630105000002,2021-09-22,1
57,100630105000002,2021-09-22,2
61,100630105000002,2021-09-22,2
63,100630105000002,2021-09-22,4
64,100630105000002,2021-09-22,3
67,100630105000002,2021-09-22,5
68,100630105000002,2021-09-22,3
69,100630105000002,2021-09-22,0
7,100630105000002,2021-09-22,2
73,100630105000002,2021-09-22,3
74,100630105000002,2021-09-22,1
76,100630105000002,2021-09-22,3
79,100630105000002,2021-09-22,5
8,100630105000002,2021-09-22,2
81,100630105000002,2021-09-22,1
82,100630105000002,2021-09-22,3
84,100630105000002,2021-09-22,2
85,100630105000002,2021-09-22,3
88,100630105000002,2021-09-22,3
89,100630105000002,2021-09-22,3
90,100630105000002,2021-09-22,2
91,100630105000002,2021-09-22,1
95,100630105000002,2021-09-22,2
96,100630105000002,2021-09-22,3
99,100630105000002,2021-09-22,2
220,100630105000002,2021-09-22,1
225,100630105000002,2021-09-22,3
VZ01,100630105000002,2021-09-22,1021
10,100630105000002,2021-09-23,2
100,100630105000002,2021-09-23,3
104,100630105000002,2021-09-23,4
105,100630105000002,2021-09-23,3
106,100630105000002,2021-09-23,2
109,100630105000002,2021-09-23,2
11,100630105000002,2021-09-23,3
114,100630105000002,2021-09-23,1
117,100630105000002,2021-09-23,4
119,100630105000002,2021-09-23,2
121,100630105000002,2021-09-23,5
122,100630105000002,2021-09-23,1
123,100630105000002,2021-09-23,2
130,100630105000002,2021-09-23,2
133,100630105000002,2021-09-23,3
135,100630105000002,2021-09-23,5
136,100630105000002,2021-09-23,1
141,100630105000002,2021-09-23,2
143,100630105000002,2021-09-23,3
144,100630105000002,2021-09-23,2
147,100630105000002,2021-09-23,2
149,100630105000002,2021-09-23,2
15,100630105000002,2021-09-23,1
150,100630105000002,2021-09-23,1
152,100630105000002,2021-09-23,1
156,100630105000002,2021-09-23,1
159,100630105000002,2021-09-23,6
160,100630105000002,2021-09-23,2
162,100630105000002,2021-09-23,7
163,100630105000002,2021-09-23,2
164,100630105000002,2021-09-23,1
166,100630105000002,2021-09-23,1
167,100630105000002,2021-09-23,3
168,100630105000002,2021-09-23,2
170,100630105000002,2021-09-23,1
171,100630105000002,2021-09-23,1
172,100630105000002,2021-09-23,2
173,100630105000002,2021-09-23,2
174,100630105000002,2021-09-23,1
175,100630105000002,2021-09-23,2
179,100630105000002,2021-09-23,2
18,100630105000002,2021-09-23,1
180,100630105000002,2021-09-23,3
181,100630105000002,2021-09-23,3
182,100630105000002,2021-09-23,5
183,100630105000002,2021-09-23,3
184,100630105000002,2021-09-23,2
185,100630105000002,2021-09-23,3
186,100630105000002,2021-09-23,1
188,100630105000002,2021-09-23,2
189,100630105000002,2021-09-23,1
201,100630105000002,2021-09-23,2
202,100630105000002,2021-09-23,3
203,100630105000002,2021-09-23,2
21,100630105000002,2021-09-23,3
213,100630105000002,2021-09-23,2
214,100630105000002,2021-09-23,1
215,100630105000002,2021-09-23,2
216,100630105000002,2021-09-23,1
217,100630105000002,2021-09-23,5
218,100630105000002,2021-09-23,1
219,100630105000002,2021-09-23,2
22,100630105000002,2021-09-23,1
221,100630105000002,2021-09-23,2
26,100630105000002,2021-09-23,1
27,100630105000002,2021-09-23,2
28,100630105000002,2021-09-23,1
29,100630105000002,2021-09-23,3
3,100630105000002,2021-09-23,2
3005,100630105000002,2021-09-23,9
3202,100630105000002,2021-09-23,1
3205,100630105000002,2021-09-23,6
3208,100630105000002,2021-09-23,4
3245,100630105000002,2021-09-23,4
35,100630105000002,2021-09-23,3
36,100630105000002,2021-09-23,1
37,100630105000002,2021-09-23,1
4,100630105000002,2021-09-23,3
4104,100630105000002,2021-09-23,2
4123,100630105000002,2021-09-23,3
4129,100630105000002,2021-09-23,2
4133,100630105000002,2021-09-23,3
4134,100630105000002,2021-09-23,3
42,100630105000002,2021-09-23,2
43,100630105000002,2021-09-23,1
44,100630105000002,2021-09-23,1
45,100630105000002,2021-09-23,2
46,100630105000002,2021-09-23,3
47,100630105000002,2021-09-23,4
4803,100630105000002,2021-09-23,5
4805,100630105000002,2021-09-23,2
4904,100630105000002,2021-09-23,3
4906,100630105000002,2021-09-23,2
5,100630105000002,2021-09-23,3
50,100630105000002,2021-09-23,6
51,100630105000002,2021-09-23,3
52,100630105000002,2021-09-23,2
55,100630105000002,2021-09-23,1
56,100630105000002,2021-09-23,1
57,100630105000002,2021-09-23,2
61,100630105000002,2021-09-23,2
63,100630105000002,2021-09-23,4
64,100630105000002,2021-09-23,3
67,100630105000002,2021-09-23,5
68,100630105000002,2021-09-23,3
69,100630105000002,2021-09-23,0
7,100630105000002,2021-09-23,2
73,100630105000002,2021-09-23,3
74,100630105000002,2021-09-23,1
76,100630105000002,2021-09-23,3
79,100630105000002,2021-09-23,5
8,100630105000002,2021-09-23,2
81,100630105000002,2021-09-23,1
82,100630105000002,2021-09-23,2
84,100630105000002,2021-09-23,2
85,100630105000002,2021-09-23,3
88,100630105000002,2021-09-23,3
89,100630105000002,2021-09-23,3
90,100630105000002,2021-09-23,3
91,100630105000002,2021-09-23,1
95,100630105000002,2021-09-23,2
96,100630105000002,2021-09-23,3
99,100630105000002,2021-09-23,2
220,100630105000002,2021-09-23,1
225,100630105000002,2021-09-23,3
VZ01,100630105000002,2021-09-23,1021
10,100630105000002,2021-09-24,2
100,100630105000002,2021-09-24,3
104,100630105000002,2021-09-24,4
105,100630105000002,2021-09-24,3
106,100630105000002,2021-09-24,2
109,100630105000002,2021-09-24,2
11,100630105000002,2021-09-24,3
114,100630105000002,2021-09-24,1
117,100630105000002,2021-09-24,4
119,100630105000002,2021-09-24,2
121,100630105000002,2021-09-24,5
122,100630105000002,2021-09-24,1
123,100630105000002,2021-09-24,2
130,100630105000002,2021-09-24,2
133,100630105000002,2021-09-24,3
135,100630105000002,2021-09-24,5
136,100630105000002,2021-09-24,1
141,100630105000002,2021-09-24,2
143,100630105000002,2021-09-24,3
144,100630105000002,2021-09-24,2
147,100630105000002,2021-09-24,2
149,100630105000002,2021-09-24,2
15,100630105000002,2021-09-24,1
150,100630105000002,2021-09-24,1
152,100630105000002,2021-09-24,1
156,100630105000002,2021-09-24,1
159,100630105000002,2021-09-24,6
160,100630105000002,2021-09-24,2
162,100630105000002,2021-09-24,7
163,100630105000002,2021-09-24,2
164,100630105000002,2021-09-24,1
166,100630105000002,2021-09-24,1
167,100630105000002,2021-09-24,3
168,100630105000002,2021-09-24,2
170,100630105000002,2021-09-24,1
171,100630105000002,2021-09-24,1
172,100630105000002,2021-09-24,2
173,100630105000002,2021-09-24,2
174,100630105000002,2021-09-24,1
175,100630105000002,2021-09-24,2
179,100630105000002,2021-09-24,2
18,100630105000002,2021-09-24,1
180,100630105000002,2021-09-24,3
181,100630105000002,2021-09-24,3
182,100630105000002,2021-09-24,5
183,100630105000002,2021-09-24,3
184,100630105000002,2021-09-24,2
185,100630105000002,2021-09-24,3
186,100630105000002,2021-09-24,2
188,100630105000002,2021-09-24,2
189,100630105000002,2021-09-24,1
201,100630105000002,2021-09-24,2
202,100630105000002,2021-09-24,3
203,100630105000002,2021-09-24,2
21,100630105000002,2021-09-24,3
213,100630105000002,2021-09-24,2
214,100630105000002,2021-09-24,1
215,100630105000002,2021-09-24,2
216,100630105000002,2021-09-24,1
217,100630105000002,2021-09-24,5
218,100630105000002,2021-09-24,1
219,100630105000002,2021-09-24,2
22,100630105000002,2021-09-24,1
221,100630105000002,2021-09-24,2
26,100630105000002,2021-09-24,1
27,100630105000002,2021-09-24,2
28,100630105000002,2021-09-24,1
29,100630105000002,2021-09-24,3
3,100630105000002,2021-09-24,2
3005,100630105000002,2021-09-24,9
3202,100630105000002,2021-09-24,1
3205,100630105000002,2021-09-24,6
3208,100630105000002,2021-09-24,4
3245,100630105000002,2021-09-24,4
35,100630105000002,2021-09-24,3
36,100630105000002,2021-09-24,1
37,100630105000002,2021-09-24,1
4,100630105000002,2021-09-24,3
4104,100630105000002,2021-09-24,1
4123,100630105000002,2021-09-24,3
4129,100630105000002,2021-09-24,2
4133,100630105000002,2021-09-24,3
4134,100630105000002,2021-09-24,3
42,100630105000002,2021-09-24,2
43,100630105000002,2021-09-24,1
44,100630105000002,2021-09-24,1
45,100630105000002,2021-09-24,2
46,100630105000002,2021-09-24,3
47,100630105000002,2021-09-24,4
4803,100630105000002,2021-09-24,5
4805,100630105000002,2021-09-24,2
4904,100630105000002,2021-09-24,3
4906,100630105000002,2021-09-24,2
5,100630105000002,2021-09-24,3
50,100630105000002,2021-09-24,6
51,100630105000002,2021-09-24,3
52,100630105000002,2021-09-24,2
55,100630105000002,2021-09-24,1
56,100630105000002,2021-09-24,1
57,100630105000002,2021-09-24,2
61,100630105000002,2021-09-24,2
